"MTU (UTC)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (UTC)","Intraday Price (EUR/MWh)"
"22/09/2025 03:15:00 - 22/09/2025 03:30:00","BZN|PL","Without Sequence","91.83","",""
"22/09/2025 03:30:00 - 22/09/2025 03:45:00","BZN|PL","Without Sequence","91.83","",""
"22/09/2025 03:45:00 - 22/09/2025 04:00:00","BZN|PL","Without Sequence","91.83","",""
"22/09/2025 04:00:00 - 22/09/2025 04:15:00","BZN|PL","Without Sequence","120.14","",""
"22/09/2025 04:15:00 - 22/09/2025 04:30:00","BZN|PL","Without Sequence","120.14","",""
"22/09/2025 04:30:00 - 22/09/2025 04:45:00","BZN|PL","Without Sequence","120.14","",""
"22/09/2025 04:45:00 - 22/09/2025 05:00:00","BZN|PL","Without Sequence","120.14","",""
"22/09/2025 05:00:00 - 22/09/2025 05:15:00","BZN|PL","Without Sequence","133.14","",""
"22/09/2025 05:15:00 - 22/09/2025 05:30:00","BZN|PL","Without Sequence","133.14","",""
"22/09/2025 05:30:00 - 22/09/2025 05:45:00","BZN|PL","Without Sequence","133.14","",""
"22/09/2025 05:45:00 - 22/09/2025 06:00:00","BZN|PL","Without Sequence","133.14","",""
"22/09/2025 06:00:00 - 22/09/2025 06:15:00","BZN|PL","Without Sequence","129.55","",""
"22/09/2025 06:15:00 - 22/09/2025 06:30:00","BZN|PL","Without Sequence","129.55","",""
"22/09/2025 06:30:00 - 22/09/2025 06:45:00","BZN|PL","Without Sequence","129.55","",""
"22/09/2025 06:45:00 - 22/09/2025 07:00:00","BZN|PL","Without Sequence","129.55","",""
"22/09/2025 07:00:00 - 22/09/2025 07:15:00","BZN|PL","Without Sequence","106.65","",""
"22/09/2025 07:15:00 - 22/09/2025 07:30:00","BZN|PL","Without Sequence","106.65","",""
"22/09/2025 07:30:00 - 22/09/2025 07:45:00","BZN|PL","Without Sequence","106.65","",""
"22/09/2025 07:45:00 - 22/09/2025 08:00:00","BZN|PL","Without Sequence","106.65","",""
"22/09/2025 08:00:00 - 22/09/2025 08:15:00","BZN|PL","Without Sequence","84.82","",""
"22/09/2025 08:15:00 - 22/09/2025 08:30:00","BZN|PL","Without Sequence","84.82","",""
"22/09/2025 08:30:00 - 22/09/2025 08:45:00","BZN|PL","Without Sequence","84.82","",""
"22/09/2025 08:45:00 - 22/09/2025 09:00:00","BZN|PL","Without Sequence","84.82","",""
"22/09/2025 09:00:00 - 22/09/2025 09:15:00","BZN|PL","Without Sequence","84.95","",""
"22/09/2025 09:15:00 - 22/09/2025 09:30:00","BZN|PL","Without Sequence","84.95","",""
"22/09/2025 09:30:00 - 22/09/2025 09:45:00","BZN|PL","Without Sequence","84.95","",""
"22/09/2025 09:45:00 - 22/09/2025 10:00:00","BZN|PL","Without Sequence","84.95","",""
"22/09/2025 10:00:00 - 22/09/2025 10:15:00","BZN|PL","Without Sequence","85.78","",""
"22/09/2025 10:15:00 - 22/09/2025 10:30:00","BZN|PL","Without Sequence","85.78","",""
"22/09/2025 10:30:00 - 22/09/2025 10:45:00","BZN|PL","Without Sequence","85.78","",""
"22/09/2025 10:45:00 - 22/09/2025 11:00:00","BZN|PL","Without Sequence","85.78","",""
"22/09/2025 11:00:00 - 22/09/2025 11:15:00","BZN|PL","Without Sequence","90.00","",""
"22/09/2025 11:15:00 - 22/09/2025 11:30:00","BZN|PL","Without Sequence","90.00","",""
"22/09/2025 11:30:00 - 22/09/2025 11:45:00","BZN|PL","Without Sequence","90.00","",""
"22/09/2025 11:45:00 - 22/09/2025 12:00:00","BZN|PL","Without Sequence","90.00","",""
"22/09/2025 12:00:00 - 22/09/2025 12:15:00","BZN|PL","Without Sequence","85.78","",""
"22/09/2025 12:15:00 - 22/09/2025 12:30:00","BZN|PL","Without Sequence","85.78","",""
"22/09/2025 12:30:00 - 22/09/2025 12:45:00","BZN|PL","Without Sequence","85.78","",""
"22/09/2025 12:45:00 - 22/09/2025 13:00:00","BZN|PL","Without Sequence","85.78","",""
"22/09/2025 13:00:00 - 22/09/2025 13:15:00","BZN|PL","Without Sequence","85.78","",""
"22/09/2025 13:15:00 - 22/09/2025 13:30:00","BZN|PL","Without Sequence","85.78","",""
"22/09/2025 13:30:00 - 22/09/2025 13:45:00","BZN|PL","Without Sequence","85.78","",""
"22/09/2025 13:45:00 - 22/09/2025 14:00:00","BZN|PL","Without Sequence","85.78","",""
"22/09/2025 14:00:00 - 22/09/2025 14:15:00","BZN|PL","Without Sequence","89.25","",""
"22/09/2025 14:15:00 - 22/09/2025 14:30:00","BZN|PL","Without Sequence","89.25","",""
"22/09/2025 14:30:00 - 22/09/2025 14:45:00","BZN|PL","Without Sequence","89.25","",""
"22/09/2025 14:45:00 - 22/09/2025 15:00:00","BZN|PL","Without Sequence","89.25","",""
"22/09/2025 15:00:00 - 22/09/2025 15:15:00","BZN|PL","Without Sequence","173.31","",""
"22/09/2025 15:15:00 - 22/09/2025 15:30:00","BZN|PL","Without Sequence","173.31","",""
"22/09/2025 15:30:00 - 22/09/2025 15:45:00","BZN|PL","Without Sequence","173.31","",""
"22/09/2025 15:45:00 - 22/09/2025 16:00:00","BZN|PL","Without Sequence","173.31","",""
"22/09/2025 16:00:00 - 22/09/2025 16:15:00","BZN|PL","Without Sequence","181.23","",""
"22/09/2025 16:15:00 - 22/09/2025 16:30:00","BZN|PL","Without Sequence","181.23","",""
"22/09/2025 16:30:00 - 22/09/2025 16:45:00","BZN|PL","Without Sequence","181.23","",""
"22/09/2025 16:45:00 - 22/09/2025 17:00:00","BZN|PL","Without Sequence","181.23","",""
"22/09/2025 17:00:00 - 22/09/2025 17:15:00","BZN|PL","Without Sequence","374.57","",""
"22/09/2025 17:15:00 - 22/09/2025 17:30:00","BZN|PL","Without Sequence","374.57","",""
"22/09/2025 17:30:00 - 22/09/2025 17:45:00","BZN|PL","Without Sequence","374.57","",""
"22/09/2025 17:45:00 - 22/09/2025 18:00:00","BZN|PL","Without Sequence","374.57","",""
"22/09/2025 18:00:00 - 22/09/2025 18:15:00","BZN|PL","Without Sequence","183.14","",""
"22/09/2025 18:15:00 - 22/09/2025 18:30:00","BZN|PL","Without Sequence","183.14","",""
"22/09/2025 18:30:00 - 22/09/2025 18:45:00","BZN|PL","Without Sequence","183.14","",""
"22/09/2025 18:45:00 - 22/09/2025 19:00:00","BZN|PL","Without Sequence","183.14","",""
"22/09/2025 19:00:00 - 22/09/2025 19:15:00","BZN|PL","Without Sequence","115.66","",""
"22/09/2025 19:15:00 - 22/09/2025 19:30:00","BZN|PL","Without Sequence","115.66","",""
"22/09/2025 19:30:00 - 22/09/2025 19:45:00","BZN|PL","Without Sequence","115.66","",""
"22/09/2025 19:45:00 - 22/09/2025 20:00:00","BZN|PL","Without Sequence","115.66","",""
"22/09/2025 20:00:00 - 22/09/2025 20:15:00","BZN|PL","Without Sequence","101.93","",""
"22/09/2025 20:15:00 - 22/09/2025 20:30:00","BZN|PL","Without Sequence","101.93","",""
"22/09/2025 20:30:00 - 22/09/2025 20:45:00","BZN|PL","Without Sequence","101.93","",""
"22/09/2025 20:45:00 - 22/09/2025 21:00:00","BZN|PL","Without Sequence","101.93","",""
"22/09/2025 21:00:00 - 22/09/2025 21:15:00","BZN|PL","Without Sequence","92.85","",""
"22/09/2025 21:15:00 - 22/09/2025 21:30:00","BZN|PL","Without Sequence","92.85","",""
"22/09/2025 21:30:00 - 22/09/2025 21:45:00","BZN|PL","Without Sequence","92.85","",""
"22/09/2025 21:45:00 - 22/09/2025 22:00:00","BZN|PL","Without Sequence","92.85","",""
"22/09/2025 22:00:00 - 22/09/2025 22:15:00","BZN|PL","Without Sequence","89.85","",""
"22/09/2025 22:15:00 - 22/09/2025 22:30:00","BZN|PL","Without Sequence","89.85","",""
"22/09/2025 22:30:00 - 22/09/2025 22:45:00","BZN|PL","Without Sequence","89.85","",""
"22/09/2025 22:45:00 - 22/09/2025 23:00:00","BZN|PL","Without Sequence","89.85","",""
"22/09/2025 23:00:00 - 22/09/2025 23:15:00","BZN|PL","Without Sequence","88.91","",""
"22/09/2025 23:15:00 - 22/09/2025 23:30:00","BZN|PL","Without Sequence","88.91","",""
"22/09/2025 23:30:00 - 22/09/2025 23:45:00","BZN|PL","Without Sequence","88.91","",""
"22/09/2025 23:45:00 - 23/09/2025 00:00:00","BZN|PL","Without Sequence","88.91","",""
"23/09/2025 00:00:00 - 23/09/2025 00:15:00","BZN|PL","Without Sequence","86.62","",""
"23/09/2025 00:15:00 - 23/09/2025 00:30:00","BZN|PL","Without Sequence","86.62","",""
"23/09/2025 00:30:00 - 23/09/2025 00:45:00","BZN|PL","Without Sequence","86.62","",""
"23/09/2025 00:45:00 - 23/09/2025 01:00:00","BZN|PL","Without Sequence","86.62","",""
"23/09/2025 01:00:00 - 23/09/2025 01:15:00","BZN|PL","Without Sequence","87.10","",""
"23/09/2025 01:15:00 - 23/09/2025 01:30:00","BZN|PL","Without Sequence","87.10","",""
"23/09/2025 01:30:00 - 23/09/2025 01:45:00","BZN|PL","Without Sequence","87.10","",""
"23/09/2025 01:45:00 - 23/09/2025 02:00:00","BZN|PL","Without Sequence","87.10","",""
"23/09/2025 02:00:00 - 23/09/2025 02:15:00","BZN|PL","Without Sequence","90.64","",""
"23/09/2025 02:15:00 - 23/09/2025 02:30:00","BZN|PL","Without Sequence","90.64","",""
"23/09/2025 02:30:00 - 23/09/2025 02:45:00","BZN|PL","Without Sequence","90.64","",""
"23/09/2025 02:45:00 - 23/09/2025 03:00:00","BZN|PL","Without Sequence","90.64","",""
"23/09/2025 03:00:00 - 23/09/2025 03:15:00","BZN|PL","Without Sequence","103.11","",""
"23/09/2025 03:15:00 - 23/09/2025 03:30:00","BZN|PL","Without Sequence","103.11","",""
"23/09/2025 03:30:00 - 23/09/2025 03:45:00","BZN|PL","Without Sequence","103.11","",""
"23/09/2025 03:45:00 - 23/09/2025 04:00:00","BZN|PL","Without Sequence","103.11","",""
"23/09/2025 04:00:00 - 23/09/2025 04:15:00","BZN|PL","Without Sequence","142.00","",""
"23/09/2025 04:15:00 - 23/09/2025 04:30:00","BZN|PL","Without Sequence","142.00","",""
"23/09/2025 04:30:00 - 23/09/2025 04:45:00","BZN|PL","Without Sequence","142.00","",""
"23/09/2025 04:45:00 - 23/09/2025 05:00:00","BZN|PL","Without Sequence","142.00","",""
"23/09/2025 05:00:00 - 23/09/2025 05:15:00","BZN|PL","Without Sequence","183.59","",""
"23/09/2025 05:15:00 - 23/09/2025 05:30:00","BZN|PL","Without Sequence","183.59","",""
"23/09/2025 05:30:00 - 23/09/2025 05:45:00","BZN|PL","Without Sequence","183.59","",""
"23/09/2025 05:45:00 - 23/09/2025 06:00:00","BZN|PL","Without Sequence","183.59","",""
"23/09/2025 06:00:00 - 23/09/2025 06:15:00","BZN|PL","Without Sequence","160.97","",""
"23/09/2025 06:15:00 - 23/09/2025 06:30:00","BZN|PL","Without Sequence","160.97","",""
"23/09/2025 06:30:00 - 23/09/2025 06:45:00","BZN|PL","Without Sequence","160.97","",""
"23/09/2025 06:45:00 - 23/09/2025 07:00:00","BZN|PL","Without Sequence","160.97","",""
"23/09/2025 07:00:00 - 23/09/2025 07:15:00","BZN|PL","Without Sequence","121.34","",""
"23/09/2025 07:15:00 - 23/09/2025 07:30:00","BZN|PL","Without Sequence","121.34","",""
"23/09/2025 07:30:00 - 23/09/2025 07:45:00","BZN|PL","Without Sequence","121.34","",""
"23/09/2025 07:45:00 - 23/09/2025 08:00:00","BZN|PL","Without Sequence","121.34","",""
"23/09/2025 08:00:00 - 23/09/2025 08:15:00","BZN|PL","Without Sequence","90.98","",""
"23/09/2025 08:15:00 - 23/09/2025 08:30:00","BZN|PL","Without Sequence","90.98","",""
"23/09/2025 08:30:00 - 23/09/2025 08:45:00","BZN|PL","Without Sequence","90.98","",""
"23/09/2025 08:45:00 - 23/09/2025 09:00:00","BZN|PL","Without Sequence","90.98","",""
"23/09/2025 09:00:00 - 23/09/2025 09:15:00","BZN|PL","Without Sequence","102.37","",""
"23/09/2025 09:15:00 - 23/09/2025 09:30:00","BZN|PL","Without Sequence","102.37","",""
"23/09/2025 09:30:00 - 23/09/2025 09:45:00","BZN|PL","Without Sequence","102.37","",""
"23/09/2025 09:45:00 - 23/09/2025 10:00:00","BZN|PL","Without Sequence","102.37","",""
"23/09/2025 10:00:00 - 23/09/2025 10:15:00","BZN|PL","Without Sequence","101.70","",""
"23/09/2025 10:15:00 - 23/09/2025 10:30:00","BZN|PL","Without Sequence","101.70","",""
"23/09/2025 10:30:00 - 23/09/2025 10:45:00","BZN|PL","Without Sequence","101.70","",""
"23/09/2025 10:45:00 - 23/09/2025 11:00:00","BZN|PL","Without Sequence","101.70","",""
"23/09/2025 11:00:00 - 23/09/2025 11:15:00","BZN|PL","Without Sequence","103.11","",""
"23/09/2025 11:15:00 - 23/09/2025 11:30:00","BZN|PL","Without Sequence","103.11","",""
"23/09/2025 11:30:00 - 23/09/2025 11:45:00","BZN|PL","Without Sequence","103.11","",""
"23/09/2025 11:45:00 - 23/09/2025 12:00:00","BZN|PL","Without Sequence","103.11","",""
"23/09/2025 12:00:00 - 23/09/2025 12:15:00","BZN|PL","Without Sequence","110.40","",""
"23/09/2025 12:15:00 - 23/09/2025 12:30:00","BZN|PL","Without Sequence","110.40","",""
"23/09/2025 12:30:00 - 23/09/2025 12:45:00","BZN|PL","Without Sequence","110.40","",""
"23/09/2025 12:45:00 - 23/09/2025 13:00:00","BZN|PL","Without Sequence","110.40","",""
"23/09/2025 13:00:00 - 23/09/2025 13:15:00","BZN|PL","Without Sequence","109.78","",""
"23/09/2025 13:15:00 - 23/09/2025 13:30:00","BZN|PL","Without Sequence","109.78","",""
"23/09/2025 13:30:00 - 23/09/2025 13:45:00","BZN|PL","Without Sequence","109.78","",""
"23/09/2025 13:45:00 - 23/09/2025 14:00:00","BZN|PL","Without Sequence","109.78","",""
"23/09/2025 14:00:00 - 23/09/2025 14:15:00","BZN|PL","Without Sequence","121.92","",""
"23/09/2025 14:15:00 - 23/09/2025 14:30:00","BZN|PL","Without Sequence","121.92","",""
"23/09/2025 14:30:00 - 23/09/2025 14:45:00","BZN|PL","Without Sequence","121.92","",""
"23/09/2025 14:45:00 - 23/09/2025 15:00:00","BZN|PL","Without Sequence","121.92","",""
"23/09/2025 15:00:00 - 23/09/2025 15:15:00","BZN|PL","Without Sequence","198.03","",""
"23/09/2025 15:15:00 - 23/09/2025 15:30:00","BZN|PL","Without Sequence","198.03","",""
"23/09/2025 15:30:00 - 23/09/2025 15:45:00","BZN|PL","Without Sequence","198.03","",""
"23/09/2025 15:45:00 - 23/09/2025 16:00:00","BZN|PL","Without Sequence","198.03","",""
"23/09/2025 16:00:00 - 23/09/2025 16:15:00","BZN|PL","Without Sequence","210.20","",""
"23/09/2025 16:15:00 - 23/09/2025 16:30:00","BZN|PL","Without Sequence","210.20","",""
"23/09/2025 16:30:00 - 23/09/2025 16:45:00","BZN|PL","Without Sequence","210.20","",""
"23/09/2025 16:45:00 - 23/09/2025 17:00:00","BZN|PL","Without Sequence","210.20","",""
"23/09/2025 17:00:00 - 23/09/2025 17:15:00","BZN|PL","Without Sequence","415.02","",""
"23/09/2025 17:15:00 - 23/09/2025 17:30:00","BZN|PL","Without Sequence","415.02","",""
"23/09/2025 17:30:00 - 23/09/2025 17:45:00","BZN|PL","Without Sequence","415.02","",""
"23/09/2025 17:45:00 - 23/09/2025 18:00:00","BZN|PL","Without Sequence","415.02","",""
"23/09/2025 18:00:00 - 23/09/2025 18:15:00","BZN|PL","Without Sequence","187.47","",""
"23/09/2025 18:15:00 - 23/09/2025 18:30:00","BZN|PL","Without Sequence","187.47","",""
"23/09/2025 18:30:00 - 23/09/2025 18:45:00","BZN|PL","Without Sequence","187.47","",""
"23/09/2025 18:45:00 - 23/09/2025 19:00:00","BZN|PL","Without Sequence","187.47","",""
"23/09/2025 19:00:00 - 23/09/2025 19:15:00","BZN|PL","Without Sequence","125.14","",""
"23/09/2025 19:15:00 - 23/09/2025 19:30:00","BZN|PL","Without Sequence","125.14","",""
"23/09/2025 19:30:00 - 23/09/2025 19:45:00","BZN|PL","Without Sequence","125.14","",""
"23/09/2025 19:45:00 - 23/09/2025 20:00:00","BZN|PL","Without Sequence","125.14","",""
"23/09/2025 20:00:00 - 23/09/2025 20:15:00","BZN|PL","Without Sequence","116.24","",""
"23/09/2025 20:15:00 - 23/09/2025 20:30:00","BZN|PL","Without Sequence","116.24","",""
"23/09/2025 20:30:00 - 23/09/2025 20:45:00","BZN|PL","Without Sequence","116.24","",""
"23/09/2025 20:45:00 - 23/09/2025 21:00:00","BZN|PL","Without Sequence","116.24","",""
"23/09/2025 21:00:00 - 23/09/2025 21:15:00","BZN|PL","Without Sequence","101.70","",""
"23/09/2025 21:15:00 - 23/09/2025 21:30:00","BZN|PL","Without Sequence","101.70","",""
"23/09/2025 21:30:00 - 23/09/2025 21:45:00","BZN|PL","Without Sequence","101.70","",""
"23/09/2025 21:45:00 - 23/09/2025 22:00:00","BZN|PL","Without Sequence","101.70","",""
"23/09/2025 22:00:00 - 23/09/2025 22:15:00","BZN|PL","Without Sequence","103.60","",""
"23/09/2025 22:15:00 - 23/09/2025 22:30:00","BZN|PL","Without Sequence","103.60","",""
"23/09/2025 22:30:00 - 23/09/2025 22:45:00","BZN|PL","Without Sequence","103.60","",""
"23/09/2025 22:45:00 - 23/09/2025 23:00:00","BZN|PL","Without Sequence","103.60","",""
"23/09/2025 23:00:00 - 23/09/2025 23:15:00","BZN|PL","Without Sequence","103.13","",""
"23/09/2025 23:15:00 - 23/09/2025 23:30:00","BZN|PL","Without Sequence","103.13","",""
"23/09/2025 23:30:00 - 23/09/2025 23:45:00","BZN|PL","Without Sequence","103.13","",""
"23/09/2025 23:45:00 - 24/09/2025 00:00:00","BZN|PL","Without Sequence","103.13","",""
"24/09/2025 00:00:00 - 24/09/2025 00:15:00","BZN|PL","Without Sequence","102.39","",""
"24/09/2025 00:15:00 - 24/09/2025 00:30:00","BZN|PL","Without Sequence","102.39","",""
"24/09/2025 00:30:00 - 24/09/2025 00:45:00","BZN|PL","Without Sequence","102.39","",""
"24/09/2025 00:45:00 - 24/09/2025 01:00:00","BZN|PL","Without Sequence","102.39","",""
"24/09/2025 01:00:00 - 24/09/2025 01:15:00","BZN|PL","Without Sequence","101.64","",""
"24/09/2025 01:15:00 - 24/09/2025 01:30:00","BZN|PL","Without Sequence","101.64","",""
"24/09/2025 01:30:00 - 24/09/2025 01:45:00","BZN|PL","Without Sequence","101.64","",""
"24/09/2025 01:45:00 - 24/09/2025 02:00:00","BZN|PL","Without Sequence","101.64","",""
"24/09/2025 02:00:00 - 24/09/2025 02:15:00","BZN|PL","Without Sequence","101.67","",""
"24/09/2025 02:15:00 - 24/09/2025 02:30:00","BZN|PL","Without Sequence","101.67","",""
"24/09/2025 02:30:00 - 24/09/2025 02:45:00","BZN|PL","Without Sequence","101.67","",""
"24/09/2025 02:45:00 - 24/09/2025 03:00:00","BZN|PL","Without Sequence","101.67","",""
"24/09/2025 03:00:00 - 24/09/2025 03:15:00","BZN|PL","Without Sequence","105.48","",""
"24/09/2025 03:15:00 - 24/09/2025 03:30:00","BZN|PL","Without Sequence","105.48","",""
"24/09/2025 03:30:00 - 24/09/2025 03:45:00","BZN|PL","Without Sequence","105.48","",""
"24/09/2025 03:45:00 - 24/09/2025 04:00:00","BZN|PL","Without Sequence","105.48","",""
"24/09/2025 04:00:00 - 24/09/2025 04:15:00","BZN|PL","Without Sequence","124.26","",""
"24/09/2025 04:15:00 - 24/09/2025 04:30:00","BZN|PL","Without Sequence","124.26","",""
"24/09/2025 04:30:00 - 24/09/2025 04:45:00","BZN|PL","Without Sequence","124.26","",""
"24/09/2025 04:45:00 - 24/09/2025 05:00:00","BZN|PL","Without Sequence","124.26","",""
"24/09/2025 05:00:00 - 24/09/2025 05:15:00","BZN|PL","Without Sequence","156.21","",""
"24/09/2025 05:15:00 - 24/09/2025 05:30:00","BZN|PL","Without Sequence","156.21","",""
"24/09/2025 05:30:00 - 24/09/2025 05:45:00","BZN|PL","Without Sequence","156.21","",""
"24/09/2025 05:45:00 - 24/09/2025 06:00:00","BZN|PL","Without Sequence","156.21","",""
"24/09/2025 06:00:00 - 24/09/2025 06:15:00","BZN|PL","Without Sequence","120.41","",""
"24/09/2025 06:15:00 - 24/09/2025 06:30:00","BZN|PL","Without Sequence","120.41","",""
"24/09/2025 06:30:00 - 24/09/2025 06:45:00","BZN|PL","Without Sequence","120.41","",""
"24/09/2025 06:45:00 - 24/09/2025 07:00:00","BZN|PL","Without Sequence","120.41","",""
"24/09/2025 07:00:00 - 24/09/2025 07:15:00","BZN|PL","Without Sequence","98.59","",""
"24/09/2025 07:15:00 - 24/09/2025 07:30:00","BZN|PL","Without Sequence","98.59","",""
"24/09/2025 07:30:00 - 24/09/2025 07:45:00","BZN|PL","Without Sequence","98.59","",""
"24/09/2025 07:45:00 - 24/09/2025 08:00:00","BZN|PL","Without Sequence","98.59","",""
"24/09/2025 08:00:00 - 24/09/2025 08:15:00","BZN|PL","Without Sequence","72.86","",""
"24/09/2025 08:15:00 - 24/09/2025 08:30:00","BZN|PL","Without Sequence","72.86","",""
"24/09/2025 08:30:00 - 24/09/2025 08:45:00","BZN|PL","Without Sequence","72.86","",""
"24/09/2025 08:45:00 - 24/09/2025 09:00:00","BZN|PL","Without Sequence","72.86","",""
"24/09/2025 09:00:00 - 24/09/2025 09:15:00","BZN|PL","Without Sequence","54.32","",""
"24/09/2025 09:15:00 - 24/09/2025 09:30:00","BZN|PL","Without Sequence","54.32","",""
"24/09/2025 09:30:00 - 24/09/2025 09:45:00","BZN|PL","Without Sequence","54.32","",""
"24/09/2025 09:45:00 - 24/09/2025 10:00:00","BZN|PL","Without Sequence","54.32","",""
"24/09/2025 10:00:00 - 24/09/2025 10:15:00","BZN|PL","Without Sequence","31.74","",""
"24/09/2025 10:15:00 - 24/09/2025 10:30:00","BZN|PL","Without Sequence","31.74","",""
"24/09/2025 10:30:00 - 24/09/2025 10:45:00","BZN|PL","Without Sequence","31.74","",""
"24/09/2025 10:45:00 - 24/09/2025 11:00:00","BZN|PL","Without Sequence","31.74","",""
"24/09/2025 11:00:00 - 24/09/2025 11:15:00","BZN|PL","Without Sequence","20.22","",""
"24/09/2025 11:15:00 - 24/09/2025 11:30:00","BZN|PL","Without Sequence","20.22","",""
"24/09/2025 11:30:00 - 24/09/2025 11:45:00","BZN|PL","Without Sequence","20.22","",""
"24/09/2025 11:45:00 - 24/09/2025 12:00:00","BZN|PL","Without Sequence","20.22","",""
"24/09/2025 12:00:00 - 24/09/2025 12:15:00","BZN|PL","Without Sequence","34.45","",""
"24/09/2025 12:15:00 - 24/09/2025 12:30:00","BZN|PL","Without Sequence","34.45","",""
"24/09/2025 12:30:00 - 24/09/2025 12:45:00","BZN|PL","Without Sequence","34.45","",""
"24/09/2025 12:45:00 - 24/09/2025 13:00:00","BZN|PL","Without Sequence","34.45","",""
"24/09/2025 13:00:00 - 24/09/2025 13:15:00","BZN|PL","Without Sequence","84.25","",""
"24/09/2025 13:15:00 - 24/09/2025 13:30:00","BZN|PL","Without Sequence","84.25","",""
"24/09/2025 13:30:00 - 24/09/2025 13:45:00","BZN|PL","Without Sequence","84.25","",""
"24/09/2025 13:45:00 - 24/09/2025 14:00:00","BZN|PL","Without Sequence","84.25","",""
"24/09/2025 14:00:00 - 24/09/2025 14:15:00","BZN|PL","Without Sequence","90.85","",""
"24/09/2025 14:15:00 - 24/09/2025 14:30:00","BZN|PL","Without Sequence","90.85","",""
"24/09/2025 14:30:00 - 24/09/2025 14:45:00","BZN|PL","Without Sequence","90.85","",""
"24/09/2025 14:45:00 - 24/09/2025 15:00:00","BZN|PL","Without Sequence","90.85","",""
"24/09/2025 15:00:00 - 24/09/2025 15:15:00","BZN|PL","Without Sequence","110.77","",""
"24/09/2025 15:15:00 - 24/09/2025 15:30:00","BZN|PL","Without Sequence","110.77","",""
"24/09/2025 15:30:00 - 24/09/2025 15:45:00","BZN|PL","Without Sequence","110.77","",""
"24/09/2025 15:45:00 - 24/09/2025 16:00:00","BZN|PL","Without Sequence","110.77","",""
"24/09/2025 16:00:00 - 24/09/2025 16:15:00","BZN|PL","Without Sequence","127.40","",""
